日付,列 1,旧約1,完了,旧約2,完了 ,詩,完了  ,新約,完了   ,,,曜日,,,,,,,,
8/6(Thu),#VALUE!,ホセ 1-3,FALSE,-,FALSE,-,FALSE,マタ 16,FALSE,,,,,,,,,,,
8/7(Fri),#VALUE!,ホセ 4-6,FALSE,-,FALSE,詩 58,FALSE,マタ 17,FALSE,,,,,,,,,,,
8/8(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
8/9(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
8/10(Mon),#VALUE!,ホセ 7-10,FALSE,-,FALSE,-,FALSE,マタ 18,FALSE,,,,,,,,,,,
8/11(Tue),#VALUE!,ホセ 11-13,FALSE,-,FALSE,-,FALSE,マタ 19,FALSE,,,,,,,,,,,
8/12(Wed),#VALUE!,ホセ 14,FALSE,Ⅱ歴 26-27,FALSE,詩 61,FALSE,マタ 20,FALSE,,,,,,,,,,,
8/13(Thu),#VALUE!,Ⅱ列 15-16,FALSE,-,FALSE,-,FALSE,マタ 21,FALSE,,,,,,,,,,,
8/14(Fri),#VALUE!,イザ 1-3,FALSE,-,FALSE,詩 9,FALSE,マタ 22,FALSE,,,,,,,,,,,
8/15(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
8/16(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
8/17(Mon),#VALUE!,イザ 4-6,FALSE,-,FALSE,-,FALSE,マタ 23,FALSE,,,,,,,,,,,
8/18(Tue),#VALUE!,ミカ 1-4,FALSE,-,FALSE,詩 10,FALSE,マタ 24,FALSE,,,,,,,,,,,
8/19(Wed),#VALUE!,ミカ 5-7,FALSE,-,FALSE,-,FALSE,マタ 25,FALSE,,,,,,,,,,,
8/20(Thu),#VALUE!,イザ 7-10,FALSE,-,FALSE,詩 22,FALSE,マタ 26,FALSE,,,,,,,,,,,
8/21(Fri),#VALUE!,イザ 11-13,FALSE,-,FALSE,詩 118,FALSE,マタ 27,FALSE,,,,,,,,,,,
8/22(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
8/23(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
8/24(Mon),#VALUE!,イザ 14-16,FALSE,-,FALSE,-,FALSE,マタ 28,FALSE,,,,,,,,,,,
8/25(Tue),#VALUE!,イザ 17-19,FALSE,-,FALSE,詩 62,FALSE,Iコリ 1,FALSE,,,,,,,,,,,
8/26(Wed),#VALUE!,イザ 20-22,FALSE,-,FALSE,-,FALSE,Iコリ 2,FALSE,,,,,,,,,,,
8/27(Thu),#VALUE!,イザ 23-25,FALSE,-,FALSE,-,FALSE,Iコリ 3,FALSE,,,,,,,,,,,
8/28(Fri),#VALUE!,イザ 26-29,FALSE,-,FALSE,詩 65,FALSE,Iコリ 4,FALSE,,,,,,,,,,,
8/29(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
8/30(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
8/31(Mon),#VALUE!,イザ 30-32,FALSE,-,FALSE,-,FALSE,Iコリ 5,FALSE,,,,,,,,,,,
9/1(Tue),#VALUE!,イザ 33-35,FALSE,-,FALSE,-,FALSE,Iコリ 6,FALSE,,,,,,,,,,,
9/2(Wed),#VALUE!,Ⅱ歴 28,FALSE,Ⅱ列 17,FALSE,詩 66,FALSE,Iコリ 7,FALSE,,,,,,,,,,,
9/3(Thu),#VALUE!,Ⅱ歴 29-31,FALSE,-,FALSE,-,FALSE,Iコリ 8,FALSE,,,,,,,,,,,
9/4(Fri),#VALUE!,Ⅱ列 18-19,FALSE,Ⅱ歴 32,FALSE,詩 67,FALSE,Iコリ 9,FALSE,,,,,,,,,,,
9/5(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
9/6(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
9/7(Mon),#VALUE!,イザ 36-37,FALSE,-,FALSE,-,FALSE,Iコリ 10,FALSE,,,,,,,,,,,
9/8(Tue),#VALUE!,Ⅱ列 20,FALSE,-,FALSE,詩 123,FALSE,Iコリ 11,FALSE,,,,,,,,,,,
9/9(Wed),#VALUE!,イザ 41-44,FALSE,-,FALSE,詩 68,FALSE,Iコリ 12,FALSE,,,,,,,,,,,
9/10(Thu),#VALUE!,イザ 45-48,FALSE,-,FALSE,-,FALSE,Iコリ 13,FALSE,,,,,,,,,,,
9/11(Fri),#VALUE!,イザ 49-52,FALSE,-,FALSE,詩 69,FALSE,Iコリ 14,FALSE,,,,,,,,,,,
9/12(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
9/13(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
9/14(Mon),#VALUE!,イザ 53-55,FALSE,-,FALSE,詩 128,FALSE,Iコリ 15,FALSE,,,,,,,,,,,
9/15(Tue),#VALUE!,イザ 56-59,FALSE,-,FALSE,詩 70,FALSE,Iコリ 16,FALSE,,,,,,,,,,,
9/16(Wed),#VALUE!,イザ 60-63,FALSE,-,FALSE,-,FALSE,IIコリ 1,FALSE,,,,,,,,,,,
9/17(Thu),#VALUE!,イザ 64-66,FALSE,-,FALSE,詩 71,FALSE,IIコリ 2,FALSE,,,,,,,,,,,
9/18(Fri),#VALUE!,Ⅱ列 21,FALSE,Ⅱ歴 33,FALSE,-,FALSE,IIコリ 3,FALSE,,,,,,,,,,,
9/19(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
9/20(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
9/21(Mon),#VALUE!,ナホ 1-3,FALSE,-,FALSE,詩 149,FALSE,IIコリ 4,FALSE,,,,,,,,,,,
9/22(Tue),#VALUE!,Ⅱ列 22-23,FALSE,-,FALSE,詩 73,FALSE,IIコリ 5,FALSE,,,,,,,,,,,
9/23(Wed),#VALUE!,Ⅱ歴 34-35,FALSE,-,FALSE,-,FALSE,IIコリ 6,FALSE,,,,,,,,,,,
9/24(Thu),#VALUE!,ハバ 1-3,FALSE,-,FALSE,詩 74,FALSE,IIコリ 7,FALSE,,,,,,,,,,,
9/25(Fri),#VALUE!,ゼパ 1-3,FALSE,-,FALSE,-,FALSE,IIコリ 8,FALSE,,,,,,,,,,,
9/26(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
9/27(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
9/28(Mon),#VALUE!,エレ 1-4,FALSE,-,FALSE,詩 130,FALSE,IIコリ 9,FALSE,,,,,,,,,,,
9/29(Tue),#VALUE!,エレ 5-7,FALSE,-,FALSE,詩 75,FALSE,IIコリ 10,FALSE,,,,,,,,,,,
9/30(Wed),#VALUE!,エレ 8-10,FALSE,-,FALSE,-,FALSE,IIコリ 11,FALSE,,,,,,,,,,,
10/1(Thu),#VALUE!,エレ 11-13,FALSE,-,FALSE,詩 76,FALSE,IIコリ 12,FALSE,,,,,,,,,,,
10/2(Fri),#VALUE!,エレ 14-16,FALSE,-,FALSE,-,FALSE,IIコリ 13,FALSE,,,,,,,,,,,
10/3(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
10/4(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
10/5(Mon),#VALUE!,エレ 17-20,FALSE,-,FALSE,詩 137,FALSE,ヤコ 1,FALSE,,,,,,,,,,,
10/6(Tue),#VALUE!,"エレ 22, 23, 26",FALSE,-,FALSE,詩 77,FALSE,ヤコ 2,FALSE,,,,,,,,,,,
10/7(Wed),#VALUE!,"エレ 25, 35, 36, 45",FALSE,-,FALSE,-,FALSE,ヤコ 3,FALSE,,,,,,,,,,,
10/8(Thu),#VALUE!,"エレ 27, 28, 29, 24",FALSE,-,FALSE,-,FALSE,ヤコ 4,FALSE,,,,,,,,,,,
10/9(Fri),#VALUE!,"エレ 37, 21, 34",FALSE,-,FALSE,詩 79,FALSE,ヤコ 5,FALSE,,,,,,,,,,,
10/10(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
10/11(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
10/12(Mon),#VALUE!,エレ 30-33,FALSE,-,FALSE,詩 128,FALSE,Iペテ 1,FALSE,,,,,,,,,,,
10/13(Tue),#VALUE!,"エレ 38, 39, 52",FALSE,-,FALSE,詩 80,FALSE,Iペテ 2,FALSE,,,,,,,,,,,
10/14(Wed),#VALUE!,Ⅱ列 24-25,FALSE,Ⅱ歴 36,FALSE,-,FALSE,Iペテ 3,FALSE,,,,,,,,,,,
10/15(Thu),#VALUE!,哀 1-5,FALSE,-,FALSE,詩 82,FALSE,Iペテ 4,FALSE,,,,,,,,,,,
10/16(Fri),#VALUE!,オバ 1,FALSE,エレ 40-42,FALSE,-,FALSE,Iペテ 5,FALSE,,,,,,,,,,,
10/17(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
10/18(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
10/19(Mon),#VALUE!,"エレ 43, 44, 46",FALSE,-,FALSE,詩 83,FALSE,IIペテ 1,FALSE,,,,,,,,,,,
10/20(Tue),#VALUE!,"エレ 47, 48, 49",FALSE,-,FALSE,詩 136,FALSE,IIペテ 2,FALSE,,,,,,,,,,,
10/21(Wed),#VALUE!,エレ 50-51,FALSE,-,FALSE,-,FALSE,IIペテ 3,FALSE,,,,,,,,,,,
10/22(Thu),#VALUE!,エゼ 1-3,FALSE,-,FALSE,詩 84,FALSE,ヨハ 1,FALSE,,,,,,,,,,,
10/23(Fri),#VALUE!,エゼ 4-6,FALSE,-,FALSE,-,FALSE,ヨハ 2,FALSE,,,,,,,,,,,
10/24(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
10/25(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
10/26(Mon),#VALUE!,エゼ 7-9,FALSE,-,FALSE,詩 134,FALSE,ヨハ 3,FALSE,,,,,,,,,,,
10/27(Tue),#VALUE!,エゼ 10-12,FALSE,-,FALSE,詩 85,FALSE,ヨハ 4,FALSE,,,,,,,,,,,
10/28(Wed),#VALUE!,エゼ 13-15,FALSE,-,FALSE,-,FALSE,ヨハ 5,FALSE,,,,,,,,,,,
10/29(Thu),#VALUE!,エゼ 16-18,FALSE,-,FALSE,詩 86,FALSE,ヨハ 6,FALSE,,,,,,,,,,,
10/30(Fri),#VALUE!,エゼ 19-21,FALSE,-,FALSE,-,FALSE,ヨハ 7,FALSE,,,,,,,,,,,
10/31(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/1(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/2(Mon),#VALUE!,エゼ 22-24,FALSE,-,FALSE,詩 87,FALSE,ヨハ 8,FALSE,,,,,,,,,,,
11/3(Tue),#VALUE!,エゼ 25-27,FALSE,-,FALSE,-,FALSE,ヨハ 9,FALSE,,,,,,,,,,,
11/4(Wed),#VALUE!,エゼ 28-30,FALSE,-,FALSE,詩 135,FALSE,ヨハ 10,FALSE,,,,,,,,,,,
11/5(Thu),#VALUE!,エゼ 31-33,FALSE,-,FALSE,詩 88,FALSE,ヨハ 11,FALSE,,,,,,,,,,,
11/6(Fri),#VALUE!,エゼ 34-36,FALSE,-,FALSE,-,FALSE,ヨハ 12,FALSE,,,,,,,,,,,
11/7(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/8(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/9(Mon),#VALUE!,エゼ 37-39,FALSE,-,FALSE,詩 91,FALSE,ヨハ 13,FALSE,,,,,,,,,,,
11/10(Tue),#VALUE!,エゼ 40-42,FALSE,-,FALSE,-,FALSE,ヨハ 14,FALSE,,,,,,,,,,,
11/11(Wed),#VALUE!,エゼ 43-45,FALSE,-,FALSE,詩 92,FALSE,ヨハ 15,FALSE,,,,,,,,,,,
11/12(Thu),#VALUE!,エゼ 46-48,FALSE,-,FALSE,-,FALSE,ヨハ 16,FALSE,,,,,,,,,,,
11/13(Fri),#VALUE!,ダニ 1-3,FALSE,-,FALSE,詩 138,FALSE,ヨハ 17,FALSE,,,,,,,,,,,
11/14(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/15(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/16(Mon),#VALUE!,ダニ 4-6,FALSE,-,FALSE,詩 93,FALSE,ヨハ 18,FALSE,,,,,,,,,,,
11/17(Tue),#VALUE!,ダニ 7-9,FALSE,-,FALSE,-,FALSE,ヨハ 19,FALSE,,,,,,,,,,,
11/18(Wed),#VALUE!,ダニ 10-12,FALSE,-,FALSE,詩 94,FALSE,ヨハ 20,FALSE,,,,,,,,,,,
11/19(Thu),#VALUE!,エズ 1-2,FALSE,-,FALSE,詩 95,FALSE,ヨハ 21,FALSE,,,,,,,,,,,
11/20(Fri),#VALUE!,エズ 3-4,FALSE,ゼカ 1,FALSE,詩 139,FALSE,Iヨハ 1,FALSE,,,,,,,,,,,
11/21(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/22(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/23(Mon),#VALUE!,ハガ 1-2,FALSE,-,FALSE,詩 97,FALSE,Iヨハ 2,FALSE,,,,,,,,,,,
11/24(Tue),#VALUE!,ゼカ 2-5,FALSE,-,FALSE,-,FALSE,Iヨハ 3,FALSE,,,,,,,,,,,
11/25(Wed),#VALUE!,ゼカ 6-8,FALSE,-,FALSE,-,FALSE,Iヨハ 4,FALSE,,,,,,,,,,,
11/26(Thu),#VALUE!,ゼカ 9-11,FALSE,-,FALSE,詩 98,FALSE,Iヨハ 5,FALSE,,,,,,,,,,,
11/27(Fri),#VALUE!,ゼカ 12-14,FALSE,-,FALSE,詩 140,FALSE,IIヨハ 1,FALSE,,,,,,,,,,,
11/28(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/29(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
11/30(Mon),#VALUE!,エズ 5-6,FALSE,-,FALSE,詩 2,FALSE,IIIヨハ 1,FALSE,,,,,,,,,,,
12/1(Tue),#VALUE!,エス 1-3,FALSE,-,FALSE,-,FALSE,黙示 1,FALSE,,,,,,,,,,,
12/2(Wed),#VALUE!,エス 4-6,FALSE,-,FALSE,詩 29,FALSE,黙示 2,FALSE,,,,,,,,,,,
12/3(Thu),#VALUE!,エス 7-10,FALSE,-,FALSE,詩 99,FALSE,黙示 3,FALSE,,,,,,,,,,,
12/4(Fri),#VALUE!,エズ 7-10,FALSE,-,FALSE,-,FALSE,黙示 4,FALSE,,,,,,,,,,,
12/5(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
12/6(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
12/7(Mon),#VALUE!,ネヘ 1-3,FALSE,-,FALSE,詩 100,FALSE,黙示 5,FALSE,,,,,,,,,,,
12/8(Tue),#VALUE!,ネヘ 4-6,FALSE,-,FALSE,-,FALSE,黙示 6,FALSE,,,,,,,,,,,
12/9(Wed),#VALUE!,ネヘ 7-9,FALSE,-,FALSE,詩 141,FALSE,黙示 7,FALSE,,,,,,,,,,,
12/10(Thu),#VALUE!,ネヘ 10-13,FALSE,-,FALSE,詩 101,FALSE,黙示 8,FALSE,,,,,,,,,,,
12/11(Fri),#VALUE!,マラ 1-4,FALSE,-,FALSE,-,FALSE,黙示 9,FALSE,,,,,,,,,,,
12/12(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
12/13(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
12/14(Mon),#VALUE!,ヨブ 1-3,FALSE,-,FALSE,詩 102,FALSE,黙示 10,FALSE,,,,,,,,,,,
12/15(Tue),#VALUE!,ヨブ 4-7,FALSE,-,FALSE,-,FALSE,黙示 11,FALSE,,,,,,,,,,,
12/16(Wed),#VALUE!,ヨブ 8-11,FALSE,-,FALSE,-,FALSE,黙示 12,FALSE,,,,,,,,,,,
12/17(Thu),#VALUE!,ヨブ 12-14,FALSE,-,FALSE,-,FALSE,黙示 13,FALSE,,,,,,,,,,,
12/18(Fri),#VALUE!,ヨブ 15-17,FALSE,-,FALSE,詩 103,FALSE,黙示 14,FALSE,,,,,,,,,,,
12/19(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
12/20(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
12/21(Mon),#VALUE!,ヨブ 18-20,FALSE,-,FALSE,詩 150,FALSE,黙示 15,FALSE,,,,,,,,,,,
12/22(Tue),#VALUE!,ヨブ 21-23,FALSE,-,FALSE,-,FALSE,黙示 16,FALSE,,,,,,,,,,,
12/23(Wed),#VALUE!,ヨブ 24-27,FALSE,-,FALSE,-,FALSE,黙示 17,FALSE,,,,,,,,,,,
12/24(Thu),#VALUE!,ヨブ 28-30,FALSE,-,FALSE,-,FALSE,黙示 18,FALSE,,,,,,,,,,,
12/25(Fri),#VALUE!,ヨブ 31-33,FALSE,-,FALSE,-,FALSE,黙示 19,FALSE,,,,,,,,,,,
12/26(Sat),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
12/27(Sun),,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
12/28(Mon),#VALUE!,ヨブ 34-36,FALSE,-,FALSE,-,FALSE,黙示 20,FALSE,,,,,,,,,,,
12/29(Tue),#VALUE!,ヨブ 37-39,FALSE,-,FALSE,-,FALSE,黙示 21,FALSE,,,,,,,,,,,
12/30(Wed),#VALUE!,ヨブ 40-42,FALSE,-,FALSE,-,FALSE,黙示 22,FALSE,,,,,,,,,,,
12/31(Thu),#VALUE!,-,FALSE,-,FALSE,-,FALSE,-,FALSE,,,,,,,,,,,
